Month,Concession,Type,ATC1,ATC1_desc,ATC2,ATC2_desc,Scripts,Cost
2005 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2925,230157
2005 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2950,231425
2005 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3038,237835
2005 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2950,231872
2005 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2729,208429
2005 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2726,212151
2005 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2520,193623
2006 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2794,218517
2006 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2592,203994
2006 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2940,230359
2006 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2572,199351
2006 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3233,258033
2006 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2751,216656
2006 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2946,228329
2006 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3000,229726
2006 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2568,192593
2006 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3068,228192
2006 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2617,197806
2006 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2336,179072
2007 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2862,218461
2007 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2497,195180
2007 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2925,222915
2007 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2387,182233
2007 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2970,229033
2007 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2889,217804
2007 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3100,239279
2007 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3121,239062.96
2007 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2920,245409.15
2007 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2944,237136.47999999998
2007 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2879,255843.91
2007 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2577,225610
2008 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2687,244958
2008 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3031,273024
2008 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2582,236932
2008 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3182,297627
2008 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2966,293554
2008 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2597,261216
1991 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4013,20178
1991 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3397,16519
1991 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3271,14852
1991 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3865,16867
1991 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4161,14849
1991 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3949,15689
1992 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2844,13809
1992 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3060,16269
1992 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3735,19918
1992 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3908,18546
1992 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3375,17313
1992 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3423,16379
1992 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3828,19056.29
1992 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3407,16643.87
1992 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3575,15207.62
1992 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3448,17005.55
1992 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3548,14166.49
1992 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4218,16521.87
1993 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2736,13327.08
1993 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3189,14865.84
1993 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3786,22464.93
1993 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3687,19092.38
1993 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3518,16662.91
1993 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3377,15913.83
1993 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3295,15537.48
1993 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3360,16101.9
1993 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3250,13921.369999999999
1993 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3310,17235.35
1993 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3473,19925.5
1993 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4229,22493.21
1994 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2433,16770.260000000002
1994 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2959,17864.02
1994 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3952,27907.57
1994 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3397,23576.5
1994 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3471,22830.08
1994 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3397,23061.4
1994 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3195,22366.629999999997
1994 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3569,23463.25
1994 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3575,28275.420000000002
1994 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3525,22691.43
1994 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3701,22100.07
1994 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4028,25815.460000000003
1995 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3154,21504.920000000002
1995 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3324,22451.36
1995 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4002,30381.05
1995 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3593,25797.760000000002
1995 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3439,23382.74
1995 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3678,23296.45
1995 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3407,21812.649999999998
1995 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3599,26638.980000000003
1995 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3585,22751.629999999997
1995 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3887,23609.12
1995 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3901,22714.79
1995 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4178,24053.03
1996 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3178,20150.69
1996 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3585,25422.09
1996 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3967,26266.260000000002
1996 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3683,24653.7
1996 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3980,25794.14
1996 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3516,23259.68
1996 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3994,27730.960000000003
1996 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3704,27783.88
1996 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3923,24536.12
1996 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4249,25906.35
1996 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4444,25014.22
1996 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,4924,30482.18
1997 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,3056,20362.24
1997 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2424,14911.07
1997 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2752,13340.47
1997 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2685,18448.23
1997 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2691,17938.940000000002
1997 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2560,14686.07
1997 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2790,15535.54
1997 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2689,14589.91
1997 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2915,17313.74
1997 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2735,17116.24
1997 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2521,15009.220000000001
1997 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2958,15073.46
1998 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,1947,13837.65
1998 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2689,14734.369999999999
1998 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2685,13923.97
1998 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2926,17776.5
1998 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2734,14202.96
1998 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2640,12102.57
1998 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2939,19375.72
1998 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,2756,14222.92
