"","Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"28045",2003 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1774,253485.67
"28046",2003 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2459,356820.02
"28047",2003 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",3226,509474.07
"28048",2003 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4504,829764.32
"28049",2003 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4876,1036216.03
"28050",2003 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",6451,1319348.21
"28051",2004 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",6686,1330293.1
"28052",2004 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",358,87097.16
"28053",2004 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",52,8845.6
"28054",2004 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",138,25294.59
"28055",2004 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",642,140164.33
"28056",2004 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1353,343883.22
"28057",2004 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2460,633810.61
"28058",2004 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",3479,953662.12
"28059",2004 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4671,1350944
"28060",2004 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",5758,1729592
"28061",2004 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",6746,1957036
"28062",2004 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",7868,2258560
"28063",2005 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",8066,2293021
"28064",2005 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",340,109001
"28065",2005 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",77,16162
"28066",2005 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",223,60168
"28067",2005 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",692,208937
"28068",2005 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1298,432544
"28069",2005 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2673,865911
"28070",2005 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4071,1389885
"28071",2005 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",5359,1850741
"28072",2005 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",6069,2169400
"28073",2005 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",7353,2592554
"28074",2005 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",8729,3064362
"28075",2006 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",9255,3160437
"28076",2006 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",369,139806
"28077",2006 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",69,31701
"28078",2006 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",108,51447
"28079",2006 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",556,195793
"28080",2006 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1267,498853
"28081",2006 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2290,905690
"28082",2006 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4117,1583882
"28083",2006 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4808,1844119
"28084",2006 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",6842,2652870
"28085",2006 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",7593,3112821
"28086",2006 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",8191,3309872
"28087",2007 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",9624,3667237
"28088",2007 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",446,208526
"28089",2007 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",115,52412
"28090",2007 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",130,61288
"28091",2007 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",589,236992
"28092",2007 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1445,640417
"28093",2007 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2873,1258733
"28094",2007 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4564,2039347.27
"28095",2007 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",5725,2647469.38
"28096",2007 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",6938,3217392.24
"28097",2007 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",8266,3708275.24
"28098",2007 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",9116,4121627
"28099",2008 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",9939,4282895
"28100",2008 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1037,475295
"28101",2008 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",104,47791
"28102",2008 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",159,74606
"28103",2008 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",590,288605
"28104",2008 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1263,625938
"28105",1991 Jul,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",39839,449388
"28106",1991 Aug,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",50931,573551
"28107",1991 Sept,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",69152,781376
"28108",1991 Oct,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",96745,1097656
"28109",1991 Nov,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",116181,1323014
"28110",1991 Dec,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",167331,1916713
"28111",1992 Jan,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",215663,2483023
"28112",1992 Feb,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",22467,259431
"28113",1992 Mar,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",2517,29628
"28114",1992 Apr,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",3933,47267
"28115",1992 May,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",9181,107313
"28116",1992 Jun,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",18916,220001
"28117",1992 Jul,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",38594,446312.61
"28118",1992 Aug,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",56833,657622.64
"28119",1992 Sept,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",80381,938833.15
"28120",1992 Oct,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",105128,1226922.43
"28121",1992 Nov,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",131928,1544872.01
"28122",1992 Dec,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",200285,2347606.74
"28123",1993 Jan,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",223367,2625873.09
"28124",1993 Feb,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",26515,312622.06
"28125",1993 Mar,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",2328,27767.77
"28126",1993 Apr,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",3576,44547.66
"28127",1993 May,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",8286,101521.17
"28128",1993 Jun,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",17753,218211.87
"28129",1993 Jul,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",32292,398377.29
"28130",1993 Aug,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",51427,635420.56
"28131",1993 Sept,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",71621,886115.59
"28132",1993 Oct,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",90507,1120164.45
"28133",1993 Nov,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",117797,1461488.75
"28134",1993 Dec,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",196521,2446168.12
"28135",1994 Jan,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",198169,2472237.27
"28136",1994 Feb,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",21395,265141.84
"28137",1994 Mar,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",2023,25508.63
"28138",1994 Apr,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",2551,32121.57
"28139",1994 May,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",7690,97266.98
"28140",1994 Jun,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",17052,214667.31
"28141",1994 Jul,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",29629,372408.89
"28142",1994 Aug,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",51950,657542.1
"28143",1994 Sept,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",68955,876796.47
"28144",1994 Oct,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",89846,1143184.16
"28145",1994 Nov,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",119357,1517797.1
"28146",1994 Dec,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",146036,1862791.52
"28147",1995 Jan,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",169888,2166289.57
"28148",1995 Feb,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",12876,162754.62
"28149",1995 Mar,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",1314,17214.82
"28150",1995 Apr,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",2532,32997.32
"28151",1995 May,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",8197,106482.56
"28152",1995 Jun,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",18153,235152.22
"28153",1995 Jul,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",32062,414958.57
"28154",1995 Aug,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",53986,709993.32
"28155",1995 Sept,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",68521,898500.62
"28156",1995 Oct,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",96967,1275249.64
"28157",1995 Nov,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",114657,1509459.54
"28158",1995 Dec,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",151998,2010454.05
"28159",1996 Jan,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",180556,2394360.66
"28160",1996 Feb,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",11265,149114.92
"28161",1996 Mar,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",1553,20776.45
"28162",1996 Apr,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",2605,34696.82
"28163",1996 May,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",9132,120638.5
"28164",1996 Jun,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",18529,243209.6
"28165",1996 Jul,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",36151,476787.51
"28166",1996 Aug,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",52040,684636.87
"28167",1996 Sept,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",71955,944669.84
"28168",1996 Oct,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",96061,1256203.56
"28169",1996 Nov,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",112725,1481819.03
"28170",1996 Dec,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",162126,2132591.79
"28171",1997 Jan,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",168192,2215493.31
"28172",1997 Feb,"Concessional","Safety net","M","Musculo-skeletal system","M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",10653,139863.28
